gn,title,artist,src,bpm,fileId
sdom5022,Joker,DJ Nero,kgn,184,15022
sdom5023,Silly-Go-Round,Yuuka,kgn,163,15023
sdom5024,Heartbreaker,G-Dragon,kgn,135,15024
sdom5025,Crayon,G-Dragon,kgn,132,15025
sdom5026,I Got A Boy,SNSD,kgn,98,15026
sdom5027,Pandora,KARA,kgn,140,15027
sdom5028,My Dearest,Supercell,kgn,169,15028
sdom5029,Tonight,Bigbang,kgn,130,15029
sdom5030,Guren no Yumiya,Linked Horizon,kgn,180,15030
sdom5033,Gentleman,PSY,kgn,126,15033
sdom5035,Shinsekai,Shiraishi,kgn,193,15035
sdom5040,Pure Ruby,Shiki,kgn,178,15040
sdom5041,ViViD,May'n,kgn,102.5,15041
sdom5042,Ryoushi No Umi No Rintovurumu,TOMOSUKE,kgn,140,15042
sdom5044,Jiyuu no Tsubasa,Linked Horizon,kgn,136,15044
sdom5045,Great Escape,Cinema Staff,kgn,184,15045
sdom5046,Turii,Panta Rhei,kgn,148,15046
sdom5047,Ignite,Eir Aoi,kgn,171,15047
sdom5048,Elpis,dj TAKA,kgn,175,15048
sdom5051,Akasagarbha,Wa. vs ETIA.,kgn,192,15051
sdom5053,THE HERO !!,JAM Project,kgn,260,15053
sdom5060,Almagest,Galdeira,kgn,178,15060
sdom5062,Clattanoia,OxT,kgn,190,15062
sdom5064,This Game,Konomi Suzuki,kgn,147,15064
sdom5065,Axion,Sakuzyo,kgn,160,15065
sdom5066,Rising Hope,LiSA,kgn,190,15066
sdom5067,Saika,Rabpit,kgn,145,15067
sdom5068,Butter-Fly,Wada Kouji,kgn,164.9,15068
sdom5069,Dynasty,Yooh,kgn,189,15069
sdom5070,Sorceress Elise,Yahpp,kgn,158,15070
sdom5071,Raison D'etre,Zektbach,kgn,175,15071
sdom5072,Odin,Black Another,kgn,163,15072
sdom5073,Holy Knight,Eyemedia,kgn,155,15073
sdom5074,Catch Me If You Can,SNSD,kgn,134,15074
sdom5079,Beautiful,Crush,kgn,110.1,15079
sdom5080,Imprinting,Sakuzyo,kgn,175,15080
sdom5081,Garasu no Hitomi,Sid,kgn,179.95,15081
sdom5082,Persephone,Ebico,kgn,185,15082
sdom5083,TT,Twice,kgn,130,15083
sdom5084,ANiMA,Xi,kgn,183.5,15084
sdom5085,Identic Conflict,BBN,kgn,178,15085
